"nhdid","lake_area_ac","lake_perim_km","lake_order","lake_link_num","uplakes_n","uplakes_area_ac","downlakes_n","downlakes_area_ac","ws_area_km2","lake_area_km2","lake_area_m2","new_key","maxdepth_ft","meandepth_ft","maxdepth_m","meandepth_m","geom_ratio","ws_urban_prop","ws_forest_prop","ws_agriculture_prop","ws_shrub_prop","ws_wetland_prop","ws_slope_deg","ws_mean_elevation_m","lake_area_ha","dd_mean","surface_temp_mean"
22187,10.92579306,2.83,3,5,0,0,0,0,0.5424,0.04,44214.2894257618,NA,NA,NA,NA,NA,NA,0,0.21092,0,0.00442,0.61007,0.41,213.419004,4.422,3950.63066033333,16.6953866666667
22312,10.13461938,1.45,2,4,0,0,1,5.003862,0.5321,0.04,41012.58297924,NA,NA,NA,NA,NA,NA,0.02312,0.48262,0,0.00827,0.486,1.41,217.725996,4.101,3980.17801411111,16.4769394444444
22493,5.003862481,1.2,3,12,1,10,0,0,0.3314,0.02,20249.5345433208,NA,NA,NA,NA,NA,NA,0,0.15872,0,0.0694,0.77188,1.05,199.909004,2.025,4030.92259216667,16.5940255555556
22846,15.70419626,1.78,2,4,-99,-99,-99,-99,0.877,0.06,63551.4396827324,NA,NA,NA,NA,NA,NA,0.06875,0.52406,0,0.05028,0.35689,1.3,184.865,11.509,4246.09371161111,16.8177544444444
23693,5.626543855,0.82,2,3,2,143,2,10312.20505,1.3167,0.02,22769.3895633524,NA,NA,NA,NA,NA,NA,0.07117,0.65733,0,0.03919,0.23233,1.66,262.213008,2.277,4025.875525,16.7610661111111
27383,304.9690209,11.42,4,124,-99,-99,-99,-99,6.9525,1.23,1234142.77406823,NA,NA,NA,NA,NA,NA,0.42981,0.35821,0.04634,0.08256,0.04138,6.08,208.988008,117.073,4587.612494,16.1605433333333
27611,10.17071994,0.96,0,-99,-99,-99,-99,-99,0.009,0.04,41158.6740318077,NA,NA,NA,NA,NA,NA,0,0,0,0,0.91111,0.7,342.935,4.116,4189.72099327778,17.0082961111111
28052,169.4517371,5.01,0,-99,-99,-99,-99,-99,3.7275,0.69,685734.033831087,NA,NA,NA,NA,NA,NA,0.02932,0.21814,0,0.68346,0.05081,0.62,367.616016,68.575,3974.80482211111,15.6914022222222
28089,5.459064002,0.87,0,-99,-99,-99,-99,-99,0.2881,0.02,22091.6353122091,NA,NA,NA,NA,NA,NA,0.02013,0.82159,0,0.0118,0.13676,3.32,371.686016,2.209,4085.17781105556,17.0947538888889
28108,7.58311431,0.67,0,-99,-99,-99,-99,-99,0.0231,0.03,30687.2012868763,NA,NA,NA,NA,NA,NA,0,0.57143,0,0,0.41126,3.55,288.26,3.069,4663.42869344444,17.6926716666667
28161,242.7878071,13.03,4,32,-99,-99,-99,-99,2.5263,0.98,982509.032819392,NA,NA,NA,NA,NA,NA,0.28479,0.35079,0.08328,0.06599,0.152,4.07,199.059004,98.188,4813.67232933333,16.4394911111111
28746,6.411926799,0.73,0,-99,-99,-99,-99,-99,0.4103,0.03,25947.6621706932,NA,NA,NA,NA,NA,NA,0.07312,0.58518,0.04704,0.21765,0.07702,4.17,357.961992,2.595,4234.94311783333,17.0777366666667
29073,2114.587789,18.65,3,31,-99,-99,-99,-99,9.1886,8.56,8557273.23459188,NA,NA,NA,NA,NA,NA,0.24444,0.43218,0.07968,0.05967,0.13923,4.78,199.720996,856.265,4969.78585016667,16.409435
30038,14.1455569,2.53,3,6,0,0,0,0,1.118,0.06,57243.9678685606,NA,NA,NA,NA,NA,NA,0.07567,0.61154,0.04124,0.07675,0.1915,1.09,188.04,5.797,4387.27502405556,16.7566394444444
30295,16.37857723,1.23,0,-99,-99,-99,-99,-99,0.4215,0.07,66280.5116344948,NA,NA,NA,NA,NA,NA,0.87877,0,0,0,0,1.83,181.465996,6.628,4710.17923916667,17.2715055555556
30766,15.13671496,1.54,2,5,0,0,0,0,0.2923,0.06,61254.9672615434,NA,NA,NA,NA,NA,NA,0.20082,0.43277,0,0.13035,0.23606,3.75,193.711992,6.126,4843.63233283333,17.4475738888889
30796,5.112894096,0.71,0,-99,-99,-99,-99,-99,3.2519,0.02,20690.7615879568,NA,NA,NA,NA,NA,NA,0.03484,0.82887,0.00015,0.0448,0.09099,3.48,365.215,2.069,4159.71933027778,17.2638083333333
30913,6.756120444,0.64,0,-99,-99,-99,-99,-99,3.2647,0.03,27340.5383999029,NA,NA,NA,NA,NA,NA,0.04984,0.73832,0,0.19588,0.01504,3.96,383.81,2.734,4098.25830466667,17.1400544444444
31174,5.668833755,1.05,0,-99,-99,-99,-99,-99,0.1292,0.02,22940.5275181093,NA,NA,NA,NA,NA,NA,0,0.89086,0,0.01316,0.09598,9.2,365.531016,2.294,4043.94712377778,16.6203055555556
31490,9.309911205,0.88,0,-99,-99,-99,-99,-99,4.8923,0.04,37675.1697826879,NA,NA,NA,NA,NA,NA,0.0409,0.29812,0.40557,0.20406,0.05089,5.68,429.366992,3.768,4145.88517766667,16.9263488888889
31686,5.86283395,0.58,0,-99,-99,-99,-99,-99,2.7224,0.02,23725.6037796933,NA,NA,NA,NA,NA,NA,0.05565,0.6934,0.02347,0.08121,0.14461,2.34,368.73,2.373,4188.18010444444,17.2712888888889
32432,5.616142768,0.92,0,-99,-99,-99,-99,-99,0.1525,0.02,22727.2986443284,NA,NA,NA,NA,NA,NA,0,0.38689,0,0.04918,0.49967,0.51,179.240996,NA,NA,NA
32477,42.87597716,2.46,0,-99,-99,-99,-99,-99,0.8938,0.17,173509.680547125,NA,NA,NA,NA,NA,NA,0.05382,0.47392,0.29828,0.02775,0.12251,3.58,394.945,17.351,4111.40456711111,16.3464155555556
33758,7.964629107,0.83,0,-99,-99,-99,-99,-99,0.5232,0.03,32231.1080369066,NA,NA,NA,NA,NA,NA,0.43961,0.28861,0.09805,0.03421,0.13953,0.63,194.78,3.223,4702.91061033333,17.4848583333333
33818,14.92427002,1.08,0,-99,-99,-99,-99,-99,0.2395,0.06,60395.249160293,NA,NA,NA,NA,NA,NA,0.65303,0.06263,0.18706,0.02338,0.06472,1.15,195.106992,6.04,4704.04414322222,17.5015338888889
33831,6.293727602,1.2,0,-99,-99,-99,-99,-99,0.0431,0.03,25469.3359313666,NA,NA,NA,NA,NA,NA,0.52204,0.16473,0,0,0.31323,1.4,194.966992,2.547,4710.04503244444,17.588875
34782,5.07788813,0.59,0,-99,-99,-99,-99,-99,0.1978,0.02,20549.1001173566,NA,NA,NA,NA,NA,NA,0.21284,0.41911,0.00354,0.08443,0.2179,1.55,285.446992,2.055,4565.07622827778,17.64769
36182,9.943037569,1.41,0,-99,-99,-99,-99,-99,0.0528,0.04,40237.2933875602,NA,NA,NA,NA,NA,NA,0,0.03598,0.19507,0.27083,0.49811,10.82,294.535996,4.024,4519.65944383333,17.0073755555556
36259,6.172723721,0.78,0,-99,-99,-99,-99,-99,0.0856,0.02,24979.6597507183,NA,NA,NA,NA,NA,NA,0.10981,0.58177,0.20794,0,0.09462,2.21,344.266016,2.498,4315.94655322222,17.2770133333333
36353,5.975070315,0.88,0,-99,-99,-99,-99,-99,1.2676,0.02,24179.7997450528,NA,NA,NA,NA,NA,NA,0.06335,0.50662,0.262,0.11478,0.05325,3.01,351.856992,2.418,4315.53780844444,17.2711266666667
36452,6.281907146,1.34,0,-99,-99,-99,-99,-99,0.0469,0.03,25421.5011371454,NA,NA,NA,NA,NA,NA,0,0.65245,0.13859,0.05117,0.15778,2.07,231.885,2.542,4744.76966322222,17.7835233333333
36591,36.99113635,3.1,0,-99,-99,-99,-99,-99,0.4977,0.15,149695.019829226,NA,NA,NA,NA,NA,NA,0.15632,0.27949,0.30339,0.03577,0.2172,0.39,222.41,14.97,4729.42106061111,17.0467544444444
36660,47.62996129,6.53,4,87,23,3721,3,767.252295,1.449,0.19,192748.01218081,NA,NA,NA,NA,NA,NA,0.27266,0.13975,0.32257,0.10808,0.12533,1.62,300.734004,18.881,4372.72595022222,16.64534
36752,5.806031528,0.59,0,-99,-99,-99,-99,-99,0.113,0.02,23495.7368297519,NA,NA,NA,NA,NA,NA,0.02123,0.8115,0,0,0.14071,3.76,332.183008,2.35,4377.10745883333,17.4433672222222
36819,6.231104851,1.39,3,4,1,5,2,1412.450945,1.0042,0.03,25215.9153858605,NA,NA,NA,NA,NA,NA,0.01753,0.35302,0,0.0486,0.58086,0.66,201.736992,2.521,4853.62635016667,17.5774905555556
36970,10.29425428,0.98,0,-99,-99,-99,-99,-99,0.0434,0.04,41658.5904253167,NA,NA,NA,NA,NA,NA,0,0.78341,0,0.10829,0.03226,7.29,260.556992,4.166,4557.22354744444,17.272475
37047,5.883130093,0.77,0,-99,-99,-99,-99,-99,0.3055,0.02,23807.7378212132,NA,NA,NA,NA,NA,NA,0,0.85238,0,0.01931,0.12832,2.3,206.655,2.381,4870.04028233333,17.9068511111111
37578,6.114818859,0.85,1,0,0,0,1,23.621836,0.9238,0.02,24745.3314677674,NA,NA,NA,NA,NA,NA,0,0.30527,0,0.4737,0.22104,0.32,214.014004,2.475,4790.50867238889,17.5906155555556
37756,19.30931241,1.12,0,-99,-99,-99,-99,-99,0.0816,0.08,78140.5544494355,NA,NA,NA,NA,NA,NA,0.20343,0.77084,0.0098,0,0.00613,8.27,224.559004,7.814,4789.38393188889,17.4237755555556
37780,6.298747865,0.64,0,-99,-99,-99,-99,-99,1.1474,0.03,25489.6518352151,NA,NA,NA,NA,NA,NA,0.02597,0.36857,0.45913,0.03765,0.10502,2.81,333.731992,2.549,4450.70421633333,17.4980355555556
37852,8.028988827,0.74,0,-99,-99,-99,-99,-99,0.2638,0.03,32491.5577151876,NA,NA,NA,NA,NA,NA,0.03487,0.93328,0.00076,0.01327,0.01782,7.73,226.446992,3.249,4881.54453038889,17.8357411111111
37953,5.473823797,1.02,0,-99,-99,-99,-99,-99,0.0733,0.02,22151.3649670187,NA,NA,NA,NA,NA,NA,0.28103,0.49932,0,0.06276,0.15689,2.95,319.468008,2.215,4445.6388585,17.3177794444444
37973,6.693887035,0.78,0,-99,-99,-99,-99,-99,3.2597,0.03,27088.6934361216,NA,NA,NA,NA,NA,NA,0.04976,0.57091,0.18379,0.19014,0.0054,3.78,234.475,2.709,4805.42229427778,17.6594683333333
38083,22.92260005,1.29,0,-99,-99,-99,-99,-99,4.201,0.09,92762.7374448626,NA,NA,NA,NA,NA,NA,0.06531,0.54863,0.26163,0.11964,0.00319,3.65,240.929004,9.276,4862.932875,17.4207744444444
38458,11.17102948,1.37,2,3,0,0,0,0,0.2511,0.05,45206.707458217,NA,NA,NA,NA,NA,NA,0.00358,0.82756,0,0.06929,0.08244,8.57,203.476992,4.521,4792.67314716667,17.405325
38782,5.011126827,0.58,0,-99,-99,-99,-99,-99,0.2758,0.02,20278.9317591356,NA,NA,NA,NA,NA,NA,0.03336,0.96555,0,0,0.00109,5.16,257.250996,2.028,4745.36580555556,17.7919205555556
38846,9.491291165,0.79,0,-99,-99,-99,-99,-99,0.2715,0.04,38409.1747197604,NA,NA,NA,NA,NA,NA,0.0512,0.88177,0.00994,0.04972,0.00516,2.84,267.303008,3.841,4621.223518,17.5249844444444
38848,8.115117053,0.73,0,-99,-99,-99,-99,-99,1.8603,0.03,32840.0997652867,NA,NA,NA,NA,NA,NA,0.03359,0.75429,0.00957,0.20137,0.00016,2.79,271.456992,3.284,4627.31137944444,17.6116422222222
39313,7.868860145,0.71,1,0,0,0,2,2629.430896,0.9272,0.03,31843.5520416009,NA,NA,NA,NA,NA,NA,0.04832,0.15639,0.69403,0.02168,0.07689,1.72,260.14,3.184,4695.42165244444,17.6274594444444
40689,9.258843647,1.08,0,-99,-99,-99,-99,-99,0.0339,0.04,37468.5105701914,NA,NA,NA,NA,NA,NA,0,0,0.13569,0,0.86431,0,177.885996,3.747,4912.31480883333,17.7059016666667
41055,12.32142883,1.21,2,2,0,0,0,0,0.273,0.05,49862.1214438914,NA,NA,NA,NA,NA,NA,0.08571,0.63773,0,0.19377,0.07619,3.89,187.138008,4.986,4928.80295961111,17.5316088888889
41424,5.634674464,0.78,0,-99,-99,-99,-99,-99,0.5852,0.02,22802.2923556311,NA,NA,NA,NA,NA,NA,0.27649,0,0.72352,0,0,1.11,230.094004,2.28,4978.63343266667,17.9272594444444
42183,17.98010699,1.76,0,-99,-99,-99,-99,-99,2.9828,0.07,72761.5514952855,NA,NA,NA,NA,NA,NA,0.5973,0.34417,0,0.04798,0.01056,0.07,203.165,7.276,5036.74892511111,17.5555911111111
42212,16.81181299,1.5,0,-99,-99,-99,-99,-99,0.1557,0.07,68033.721783821,NA,NA,NA,NA,NA,NA,0.07579,0.20103,0.35902,0.26204,0.01349,5.1,215.441992,4.906,4809.49675588889,17.7207983333333
42253,20.67789687,1.48,0,-99,-99,-99,-99,-99,1.0889,0.08,83678.9157460241,NA,NA,NA,NA,NA,NA,0.24052,0.56782,0,0.14694,0.03665,0.44,201.156992,8.368,5041.75516244444,17.62896
42369,9.265702113,0.91,0,-99,-99,-99,-99,-99,0.0102,0.04,37496.2652786209,NA,NA,NA,NA,NA,NA,0,0.13725,0.86275,0,0,1.33,216.191992,3.75,5039.69515727778,17.7788544444444
42374,5.074501016,0.78,0,-99,-99,-99,-99,-99,1.1451,0.02,20535.3932095018,NA,NA,NA,NA,NA,NA,0.06978,0.04672,0.75085,0.0048,0.05851,1.05,267.895,2.054,4919.055642,18.0982955555556
43643,53.88573833,6.09,5,624,2,60,0,0,1.0751,0.22,218063.770507062,NA,NA,NA,NA,NA,NA,0.01405,0.78858,0,0.00902,0.15766,6.56,206.185,21.271,4871.51302472222,16.94166
44010,6.871369715,0.67,0,-99,-99,-99,-99,-99,0.0591,0.03,27806.9269353729,NA,NA,NA,NA,NA,NA,0.3824,0.4044,0,0.10491,0.10829,7.36,204.409004,2.781,5052.10350844444,18.0349283333333
44914,15.25361784,1.21,0,-99,-99,-99,-99,-99,0.1758,0.06,61728.0475901421,NA,NA,NA,NA,NA,NA,0.31057,0.03015,0,0,0.64391,1.7,190.056992,6.173,4918.02089283333,17.5314555555556
45995,19.19711176,2.62,0,-99,-99,-99,-99,-99,0.0824,0.08,77686.5030148517,NA,NA,NA,NA,NA,NA,0.14442,0.23544,0,0,0.49757,0.77,183.738008,7.769,5000.7748225,17.6161983333333
46319,10.16182032,0.84,0,-99,-99,-99,-99,-99,0.1052,0.04,41122.65922059,NA,NA,NA,NA,NA,NA,0.88593,0,0,0,0,1.29,185.621992,4.112,5019.85136466667,17.8912538888889
46936,7.639957906,0.67,0,-99,-99,-99,-99,-99,0.165,0.03,30917.2348589697,NA,NA,NA,NA,NA,NA,0,0.12727,0.01152,0,0.85939,0.64,250.13,3.092,5057.96924372222,18.057725
46987,8.893074794,1.1,0,-99,-99,-99,-99,-99,0.1032,0.04,35988.3242037959,NA,NA,NA,NA,NA,NA,0,0.28876,0.62113,0,0.07752,4.51,258.706992,3.599,5094.14983961111,18.0615966666667
47777,8.748693579,1.11,3,10,3,227,4,158.345591,0.0785,0.04,35404.0450770912,NA,NA,NA,NA,NA,NA,0,0.81528,0,0,0.15924,5.71,264.501992,3.54,4943.65485655556,17.7941255555556
48074,6.913554212,0.74,0,-99,-99,-99,-99,-99,0.054,0.03,27977.6383472947,NA,NA,NA,NA,NA,NA,0.12037,0.13889,0.50556,0.13889,0,2.75,265.709004,2.798,5048.91921738889,17.92138
48359,27.45550793,1.39,0,-99,-99,-99,-99,-99,0.0067,0.11,111106.421957833,NA,NA,NA,NA,NA,NA,0,0.46269,0.22388,0,0.25373,2.27,269.865,11.111,5013.91298172222,17.48241
48449,8.242794498,1.27,5,137,9,664,3,638.012628,0.4499,0.03,33356.7823965036,NA,NA,NA,NA,NA,NA,0,0.22272,0.66859,0,0.10336,1.33,265.039004,3.336,5063.72623066667,17.577755
48703,11.13322102,2.02,5,99,27,1346,2,72.806657,1.4174,0.05,45053.7049087451,NA,NA,NA,NA,NA,NA,0.05136,0.3354,0.44497,0.01178,0.14971,1.84,258.648008,4.29,4927.93856988889,17.3086883333333
48953,17.35548448,1.21,0,-99,-99,-99,-99,-99,0.5881,0.07,70233.8411233864,NA,NA,NA,NA,NA,NA,0.08247,0.0653,0.46659,0,0.38445,1.56,275.254004,7.024,5016.93605494444,17.6107316666667
49243,20.83510618,1.24,0,-99,-99,-99,-99,-99,1.9695,0.08,84315.1073610943,NA,NA,NA,NA,NA,NA,0.02772,0.11048,0.63955,0.00234,0.21818,0.95,276.034004,8.432,5013.89671727778,17.5446461111111
49249,6.956753424,0.73,0,-99,-99,-99,-99,-99,0.0589,0.03,28152.4560883817,NA,NA,NA,NA,NA,NA,0.69609,0,0,0,0.02547,0.75,177.64,4.141,5462.53091322222,18.1808233333333
49672,7.072440075,1.71,0,-99,-99,-99,-99,-99,0.2095,0.03,28620.6146048319,NA,NA,NA,NA,NA,NA,0.07971,0.64726,0.11885,0.03437,0.11981,7.8,324.225,2.862,4917.62312961111,17.6580744444444
50085,28.24942988,2.99,0,-99,-99,-99,-99,-99,0.245,0.11,114319.250050585,NA,NA,NA,NA,NA,NA,0.88857,0,0,0,0,2.42,262.109004,11.432,5045.94934811111,17.5544766666667
50440,5.732418861,0.69,0,-99,-99,-99,-99,-99,0.0806,0.02,23197.8425033386,NA,NA,NA,NA,NA,NA,0.73945,0,0.18983,0,0,2.87,203.199004,2.32,5349.92740205556,18.1989938888889
50701,9.152328093,0.77,0,-99,-99,-99,-99,-99,0.0726,0.04,37037.4654728663,NA,NA,NA,NA,NA,NA,0.25758,0.61433,0.01653,0,0.00138,2.71,209.391992,3.704,5343.927662,18.1162016666667
51556,6.748689136,0.73,0,-99,-99,-99,-99,-99,0.0018,0.03,27310.4655254745,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0.72,288.295,2.731,5085.3160345,17.9286055555556
52568,310.559514,8.5,6,1022,221,17771,0,0,2.3058,1.26,1256766.27412893,"3-297",NA,NA,NA,NA,NA,0.79252,0.14749,0.00113,0.02667,0.01657,3.52,185.831992,129.71,5280.59520588889,17.7365244444444
52744,9.25505308,0.76,0,-99,-99,-99,-99,-99,0.0642,0.04,37453.1709764882,NA,NA,NA,NA,NA,NA,0.75856,0,0,0,0.15888,2.46,187.034004,3.745,5504.73820183333,18.3148405555556
53206,6.229270759,1.11,3,10,2,15,1,12.069197,0.8248,0.03,25208.4932175954,NA,NA,NA,NA,NA,NA,0.98569,0,0,0,0.01176,2.43,249.591992,3.826,5365.52034322222,17.7075544444444
54286,8.747745133,0.73,0,-99,-99,-99,-99,-99,0.1619,0.04,35400.2069240419,NA,NA,NA,NA,NA,NA,0,0,0.82891,0,0,0.7,201.639004,3.54,5331.33753322222,18.2356816666667
54862,12.06919741,5.17,4,44,9,116,0,0,0.558,0.05,48841.3961798389,NA,NA,NA,NA,NA,NA,0.78961,0.10824,0,0,0.10215,2.68,218.393008,6.18,5401.09609077778,17.9523122222222
54954,11.53642574,1.42,2,5,3,57,3,758.202684,0.2217,0.05,46685.3860224192,NA,NA,NA,NA,NA,NA,0.11277,0.59585,0.21966,9e-04,0.07082,3.91,284.171992,4.669,5020.05497677778,17.4427022222222
55698,91.81034364,4.66,5,682,177,13483,2,2009.567494,0.5789,0.37,371536.334587835,NA,NA,NA,NA,NA,NA,0.68561,0.17585,0,0,0.04474,4.26,200.925996,36.19,4983.59153127778,16.9560822222222
55725,5.396168173,0.57,0,-99,-99,-99,-99,-99,0.1878,0.02,21837.1096798996,NA,NA,NA,NA,NA,NA,0,0.43504,0.14696,0.11715,0.29872,0.15,193.223008,2.184,5366.67456266667,18.4814666666667
55957,13.05581545,1.02,1,1,0,0,14,3908.442774,0.8695,0.05,52834.0231071183,NA,NA,NA,NA,NA,NA,0.45291,0.07706,0.40816,0,0.04255,1.61,286.23,5.284,5014.10969422222,17.6335627777778
57154,9.429773512,0.79,0,-99,-99,-99,-99,-99,2.0943,0.04,38160.2262636073,NA,NA,NA,NA,NA,NA,0.01614,0.41938,0.21153,0.01017,0.34278,3.25,277.76,3.816,5056.27016561111,17.9342594444444
57230,6.885911243,0.73,0,-99,-99,-99,-99,-99,0.0546,0.03,27865.7733114807,NA,NA,NA,NA,NA,NA,0.03114,0.34799,0,0,0.62088,2.15,273.565996,2.787,5066.73693972222,17.9827411111111
57341,5.649621315,0.76,0,-99,-99,-99,-99,-99,0.1975,0.02,22862.7789850674,NA,NA,NA,NA,NA,NA,0.37063,0.27899,0,0,0.34329,1.12,276.516992,2.286,5032.39838505556,17.8268622222222
57457,5.782235461,0.58,0,-99,-99,-99,-99,-99,0.0572,0.02,23399.4393630367,NA,NA,NA,NA,NA,NA,0.17657,0.08566,0,0,0.73077,0.96,276.314004,2.34,5140.74973233333,18.2017172222222
57829,6.036503863,0.94,0,-99,-99,-99,-99,-99,1.6498,0.02,24428.4078467079,NA,NA,NA,NA,NA,NA,0.06752,0.1505,0.68972,0.01212,0.0788,1.99,286.953008,2.443,5067.39510694444,17.8249005555556
58026,5.472660956,0.87,0,-99,-99,-99,-99,-99,0.3535,0.02,22146.6592044029,NA,NA,NA,NA,NA,NA,0.07893,0.00113,0.91995,0,0,3.02,280.065996,2.215,5071.51079283333,17.8104888888889
58040,91.40806177,5.65,5,209,12,836,1,13.39739,1.6094,0.37,369908.38804581,"82-56",NA,NA,NA,NA,NA,0.87293,0.06642,0,0,0.02784,1.76,210.321992,36.992,5353.91335438889,17.9416877777778
58381,7.01304158,0.94,0,-99,-99,-99,-99,-99,0.2045,0.03,28380.2419165554,NA,NA,NA,NA,NA,NA,0.46406,0.06699,0.39756,0,0.0714,2.16,258.476992,2.838,5339.84279466667,18.1170783333333
58513,9.285639348,0.87,0,-99,-99,-99,-99,-99,0.1309,0.04,37576.9468981425,NA,NA,NA,NA,NA,NA,0,0.08251,0.24217,0,0.54774,1.29,293.419004,3.758,5110.50826061111,17.9850222222222
58793,7.53134063,0.68,0,-99,-99,-99,-99,-99,0.2374,0.03,30477.6845534377,NA,NA,NA,NA,NA,NA,0.05897,0.12889,0.62932,0,0.17102,3.37,290.344004,3.048,5106.94101655556,18.1919016666667
58884,21.69020335,3.07,5,61,14,664,7,2943.078559,0.9077,0.09,87775.4981587147,NA,NA,NA,NA,NA,NA,0.7605,0.0141,0.03613,0,0.1755,2.32,265.920996,9.266,5080.54583611111,17.3840144444444
59154,8.794483547,1.11,1,1,0,0,8,2964.768762,0.3177,0.04,35589.3470397799,NA,NA,NA,NA,NA,NA,0.00094,0,0.8977,0,0.04029,1.04,273.124004,3.559,5088.69944777778,17.6279911111111
59498,14.9712631,2.08,4,64,10,648,0,0,1.306,0.06,60585.4198535065,NA,NA,NA,NA,NA,NA,0.46716,0.08453,0.39349,0.01524,0.03959,1.94,207.674004,9.192,5237.423164,17.7406722222222
60407,13.71557646,1.49,0,-99,-99,-99,-99,-99,0.2899,0.06,55503.9312856623,NA,NA,NA,NA,NA,NA,0.25112,0.25043,0.0138,0,0.47361,1.56,239.905996,5.551,5346.85513194444,17.9941216666667
60479,7.018932097,1.11,1,1,0,0,8,2964.768762,0.0857,0.03,28404.0795475699,NA,NA,NA,NA,NA,NA,0.0245,0.1972,0.31622,0,0.37456,3.5,273.983008,2.84,5120.5085315,17.9202722222222
60645,5.114771083,0.92,0,-99,-99,-99,-99,-99,0.3917,0.02,20698.3573428837,NA,NA,NA,NA,NA,NA,0.03574,0.07863,0.67602,0,0.2096,3.27,313.165,2.07,5125.39893255556,18.0639961111111
60708,10.92500645,0.92,0,-99,-99,-99,-99,-99,0.1752,0.04,44211.1061875278,NA,NA,NA,NA,NA,NA,0.09989,0,0.88812,0,0.01199,3.49,315.455996,4.421,5110.56075888889,17.8559216666667
60787,6.772307789,0.86,2,3,0,0,3,758.202684,0.069,0.03,27406.0450366234,NA,NA,NA,NA,NA,NA,1.00001,0,0,0,0,1.31,289.823008,2.741,5151.23946244444,17.9335822222222
61091,37.27812914,1.65,2,3,0,0,0,0,0.4462,0.15,150856.416737485,NA,NA,NA,NA,NA,NA,0.19452,0.30233,0.40027,0.00919,0.09368,1.73,226.948008,15.086,5330.80723238889,17.5835433333333
61668,5.232663101,1.14,0,-99,-99,-99,-99,-99,0.6362,0.02,21175.4404961353,NA,NA,NA,NA,NA,NA,0,0.88211,0.06224,0.0099,0.04574,8.48,319.925,2.118,5140.84742911111,18.1153966666667
61693,5.247916869,0.63,0,-99,-99,-99,-99,-99,0.098,0.02,21237.1691513901,NA,NA,NA,NA,NA,NA,0,0.13265,0.77959,0,0.08775,3.38,294.015,2.124,5125.67629927778,18.0586811111111
61831,10.16553548,4.32,4,50,0,0,0,0,1.7249,0.04,41137.6936586945,NA,NA,NA,NA,NA,NA,0.91605,0.06998,0,0,0.01397,0.43,180.939004,4.787,5616.04087338889,18.2097
62392,5.286560288,0.64,0,-99,-99,-99,-99,-99,0.096,0.02,21393.5505969002,NA,NA,NA,NA,NA,NA,0.14792,0.14896,0.60208,0,0.08542,3.38,294.691992,2.139,5164.45097611111,18.0932122222222
62631,11.57123524,0.95,0,-99,-99,-99,-99,-99,0.031,0.05,46826.2524381854,NA,NA,NA,NA,NA,NA,0.02258,0.54516,0,0,0.34194,5.78,227.815996,4.683,5206.32726683333,17.978275
62982,8.190122479,1.29,0,-99,-99,-99,-99,-99,0.8117,0.03,33143.6302820606,NA,NA,NA,NA,NA,NA,0.06456,0.48269,0.38056,0.04053,0.03166,3.79,292.191992,3.314,5499.67271894444,18.2469151661111
65009,7.537006824,0.76,0,-99,-99,-99,-99,-99,0.0812,0.03,30500.614398446,NA,NA,NA,NA,NA,NA,0.33621,0.0468,0.5,0.00123,0.05419,16.91,160.007002,3.05,5595.30053516667,18.3815377777778
65056,9.748740576,0.9,0,-99,-99,-99,-99,-99,0.0366,0.04,39451.0160495326,NA,NA,NA,NA,NA,NA,0.81967,0,0.02186,0,0,3.88,183.773008,3.945,5499.36416916667,18.1082144444444
65076,6.87043698,0.8,0,-99,-99,-99,-99,-99,0.1809,0.03,27803.1523612966,NA,NA,NA,NA,NA,NA,0.27087,0,0.69928,0,0.01106,2.32,303.744004,2.78,5151.573912,18.04293
65429,5.550118353,0.75,0,-99,-99,-99,-99,-99,0.02,0.02,22460.1123103072,NA,NA,NA,NA,NA,NA,0,0.875,0.05,0.05,0,1.26,190.533008,2.246,5427.71178072222,18.2189916666667
65703,83.1834192,6.1,0,-99,-99,-99,-99,-99,5.7739,0.34,336625.062522763,NA,NA,NA,NA,NA,NA,0.10643,0.27524,0.3686,0.01035,0.23281,3.17,343.753008,33.663,5031.57705822222,16.8932983333333
65744,38.61007899,2.71,0,-99,-99,-99,-99,-99,1.9977,0.16,156246.525798228,NA,NA,NA,NA,NA,NA,0.12829,0.40557,0.35991,0.01021,0.09206,4.12,340.358008,15.625,5075.93741927778,17.4904294444444
65810,5.173672394,0.57,0,-99,-99,-99,-99,-99,0.4775,0.02,20936.718036502,NA,NA,NA,NA,NA,NA,0,0.89697,0.08105,0,0.01591,7.92,312.345996,2.094,5176.10466138889,18.237755
65995,14.47083544,1.4,0,-99,-99,-99,-99,-99,0.8839,0.06,58560.2988142932,NA,NA,NA,NA,NA,NA,0.12795,0.23486,0.46849,0.0181,0.13327,3.75,337.005,5.856,5103.28968088889,17.7154516666667
66063,8.671261683,0.8,0,-99,-99,-99,-99,-99,0.0054,0.04,35090.6951681437,NA,NA,NA,NA,NA,NA,0,0,0.88888,0,0,1.78,194.270996,3.509,5374.57771433333,18.1436161111111
66316,5.215788406,0.64,0,-99,-99,-99,-99,-99,0.036,0.02,21107.1523046417,NA,NA,NA,NA,NA,NA,0.98334,0,0,0,0,4.06,182.770996,2.111,5572.23708655556,18.3800866666667
